,amplitude_cutoff,electrode_group,electrodes,electrodes_index,id,isi_violations,location,presence_ratio,spike_times,spike_times_index,waveform_duration,x,y,z,spike_count,brain_area
0,0.041976175967475,<HDF5 object reference>,30,1,0,0.050138400034482,VAL,0.99,24.193715825980163,161707,0.5219430485762143,258,179,182,161707,Thalamus
2,0.095492136606847,<HDF5 object reference>,30,3,2,0.1066843629529843,VAL,0.99,24.478048577768988,336209,0.5768844221105526,258,179,182,72953,Thalamus
4,0.0504498502685524,<HDF5 object reference>,30,5,4,0.1279769141601986,VAL,0.99,24.55991507699447,396298,0.5356783919597988,258,179,182,34785,Thalamus
10,0.0286507853333366,<HDF5 object reference>,34,11,10,0.3733357689017822,VAL,0.99,25.265580300367205,925985,0.4532663316582914,257,177,182,3036,Thalamus
11,0.0019737875843125,<HDF5 object reference>,35,12,11,0.0016400728535119,VAL,0.99,25.277413609497913,1189119,0.4670016750418761,257,177,182,263134,Thalamus
12,0.0008509162827087,<HDF5 object reference>,35,13,12,0.0010767896963481,VAL,0.99,25.345913469395455,1315526,0.6455611390284756,257,177,182,126407,Thalamus
13,0.0685629519326572,<HDF5 object reference>,36,14,13,0.2665948254257993,VAL,0.99,25.550546384194007,1331990,0.4395309882747068,257,176,182,16464,Thalamus
15,0.0007011650814327,<HDF5 object reference>,39,16,15,0.0009273695619604,VAL,0.99,25.603479609263246,1994940,0.5356783919597989,257,175,182,502321,Thalamus
17,8.656298667918897e-05,<HDF5 object reference>,40,18,17,0.0081817857959302,VAL,0.99,25.79864587675722,2166468,0.4257956448911221,257,175,182,68018,Thalamus
25,0.0662215806327153,<HDF5 object reference>,42,26,25,0.0339545374464748,VAL,0.99,27.010376731742824,3239601,0.5906197654941373,257,174,182,116099,Thalamus
26,0.0011935512594349,<HDF5 object reference>,43,27,26,0.0141871307616095,VAL,0.99,27.040576669975025,3454840,0.4395309882747068,257,173,182,215239,Thalamus
29,0.0132893107730839,<HDF5 object reference>,47,30,29,0.0783228407937825,VAL,0.99,27.64874209276367,4102525,0.4257956448911223,257,172,182,166371,Thalamus
30,0.0366926936496891,<HDF5 object reference>,47,31,30,0.0179980222508475,VAL,0.99,27.76377519082031,4231498,0.4532663316582916,257,172,182,128973,Thalamus
34,0.000575130000651,<HDF5 object reference>,51,35,34,0.005862844665075,VAL,0.99,27.983741407591054,4950175,0.4257956448911223,257,170,182,273023,Thalamus
35,0.0558219615227332,<HDF5 object reference>,51,36,35,0.0056538473366466,VAL,0.99,28.424307173170533,5231463,0.4257956448911223,257,170,182,281288,Thalamus
36,0.0125791810136889,<HDF5 object reference>,51,37,36,0.1009253138826982,VAL,0.98,28.46897374848085,5245766,0.4807370184254606,257,170,182,14303,Thalamus
37,0.0002197773094187,<HDF5 object reference>,52,38,37,0.0005020957688453,VAL,0.99,28.495907026727664,5634068,0.6180904522613064,257,169,182,388302,Thalamus
39,0.0063094581916578,<HDF5 object reference>,51,40,39,0.0055601855186426,VAL,0.99,28.544840259978074,6068923,0.4395309882747069,257,170,182,414791,Thalamus
