,amplitude_cutoff,electrode_group,electrodes,electrodes_index,id,isi_violations,location,presence_ratio,spike_times,spike_times_index,waveform_duration,x,y,z,spike_count,brain_area
0,0.0065163729112748,<HDF5 object reference>,31,1,0,0.1287830009817158,AMd,0.99,25.67543535230672,100429,0.5906197654941373,244,173,199,100429,Other
1,0.0461623071342423,<HDF5 object reference>,36,2,1,0.1049844898711852,AMd,0.99,26.805897881724803,205869,0.5906197654941373,244,171,198,105440,Other
2,0.0311425080219947,<HDF5 object reference>,36,3,2,0.2034283235147532,AMd,0.99,27.382595771135158,316040,0.5494137353433837,244,171,198,110171,Other
12,0.0233422649596463,<HDF5 object reference>,47,13,12,0.0270432579117132,AMd,0.99,50.821443323351474,1130370,0.7691792294807371,244,166,198,193345,Other
13,8.059982242471597e-05,<HDF5 object reference>,47,14,13,0.0257586893434652,AMd,0.99,51.75930655764137,1205134,0.6318257956448912,244,166,198,74764,Other
15,0.0225033225904058,<HDF5 object reference>,48,16,15,0.0458685344861837,AMd,0.99,55.65762562396935,1369194,0.5494137353433837,244,166,198,104976,Other
16,0.0022706367230597,<HDF5 object reference>,48,17,16,0.112543011189847,AMd,0.99,55.669425580784036,1403006,0.5768844221105527,244,166,198,33812,Other
20,0.0002631254892317,<HDF5 object reference>,52,21,20,0.0608979421498729,AMd,0.99,55.98935774323479,1744906,0.5219430485762143,245,164,197,53076,Other
27,0.0005253761470445,<HDF5 object reference>,57,28,27,0.0008734266520932,AMd,0.99,61.504537558868485,2225043,0.5631490787269682,245,161,197,156690,Other
28,0.000696129268024,<HDF5 object reference>,56,29,28,0.0284225014394987,AMd,0.99,62.074368806742584,2317901,0.5356783919597989,245,162,197,92858,Other
33,0.0125206941185214,<HDF5 object reference>,61,34,33,0.1677926732728511,AV,0.99,70.89460319325741,2601776,0.4944723618090451,246,160,197,41206,Thalamus
35,0.0021917613563676,<HDF5 object reference>,65,36,35,0.0120380422932544,AV,0.99,73.44249386852813,2766089,0.5631490787269682,246,158,196,97035,Thalamus
38,0.012903471207576,<HDF5 object reference>,69,39,38,0.1746476089272855,AV,0.99,75.52371958502508,2864559,0.4807370184254607,246,157,196,53798,Thalamus
42,0.0179979796668222,<HDF5 object reference>,75,43,42,0.0567021961001768,AV,0.99,79.78047067290262,3167559,0.604355108877722,246,154,196,128157,Thalamus
51,0.0115591128503101,<HDF5 object reference>,87,52,51,0.0789081405516166,AV,0.99,84.62695293582485,3578517,0.4807370184254607,247,148,195,96326,Thalamus
52,0.0033665196002928,<HDF5 object reference>,88,53,52,0.0438743462504389,AV,0.99,85.3651835673936,3640487,0.4120603015075377,247,148,195,61970,Thalamus
59,0.0109288648260862,<HDF5 object reference>,93,60,59,0.1034512877280404,AD,0.99,95.59534852774968,3951405,0.4395309882747068,247,146,195,40357,Other
62,0.0204537998390853,<HDF5 object reference>,94,63,62,0.0708953101653349,AD,0.99,97.12171010116036,4152905,0.4807370184254607,248,146,195,82103,Other
63,0.0132336959785086,<HDF5 object reference>,97,64,63,0.0938692512361315,AD,0.99,101.0190304296786,4214433,0.4807370184254607,248,145,195,61528,Other
68,0.0063659518300785,<HDF5 object reference>,96,69,68,0.1941554810110464,AD,0.99,106.15294663184862,4612081,0.4670016750418761,248,145,195,74526,Other
72,0.0003029937889789,<HDF5 object reference>,100,73,72,0.009952894901226,AD,0.99,111.28726283268391,4818906,0.4670016750418761,248,143,194,121549,Other
73,0.022299527611629,<HDF5 object reference>,100,74,73,0.1275003634283788,AD,0.99,111.29402947677123,4874579,0.4944723618090452,248,143,194,55673,Other
93,0.0196671993325424,<HDF5 object reference>,119,94,93,0.062251946254889,AD,0.99,118.4898721319132,6477933,0.4395309882747068,249,135,193,149471,Other
114,0.0009976278878165,<HDF5 object reference>,232,115,114,0.0,CA3,0.98,136.05206744455722,7777250,0.8241206030150753,254,86,186,18209,Other
118,0.0007835904953085,<HDF5 object reference>,232,119,118,0.0585732117518041,CA3,0.99,139.19648791612892,7917095,0.7829145728643216,254,86,186,33141,Other
121,0.0931086336436016,<HDF5 object reference>,235,122,121,0.4360529697213243,CA3,0.99,140.6408820080601,8070470,0.7691792294807371,254,85,186,52277,Other
126,0.0094888008208394,<HDF5 object reference>,236,127,126,0.1036088978929287,CA3,0.99,143.9844349984446,8361617,0.8653266331658291,254,84,186,45818,Other
131,0.0008247091232174,<HDF5 object reference>,245,132,131,0.0,CA2,0.98,147.1489887209977,8641818,0.8378559463986598,255,81,186,9116,Other
134,0.0347579576459226,<HDF5 object reference>,315,135,134,0.4023132297323569,SSp-tr6a,0.99,156.79352098467203,9284610,0.7005025125628142,257,50,183,28276,Somatosensory
135,0.0065680826507184,<HDF5 object reference>,316,136,135,0.3857809767647664,SSp-tr6a,0.99,158.15254978311555,9396160,0.6867671691792294,258,50,183,111550,Somatosensory
136,0.0048257181622351,<HDF5 object reference>,319,137,136,0.0059611252201261,SSp-tr6a,0.99,158.60984825717424,9534053,0.7279731993299831,258,49,182,137893,Somatosensory
137,0.043226820037897,<HDF5 object reference>,324,138,137,0.0683041833644619,SSp-tr6a,0.99,159.36774572817595,9549028,0.6730318257956449,258,46,182,14975,Somatosensory
138,0.0014929336351527,<HDF5 object reference>,325,139,138,0.0,SSp-tr6a,0.99,160.17204304434782,9566643,0.6455611390284757,258,46,182,17615,Somatosensory
140,0.0358796806427602,<HDF5 object reference>,319,141,140,0.0678242246971922,SSp-tr6a,0.99,163.74116446802006,9740608,0.6730318257956448,258,49,182,124650,Somatosensory
141,0.0016016324412765,<HDF5 object reference>,323,142,141,0.0790248432689766,SSp-tr6a,0.99,164.88602731443888,9760297,0.6455611390284756,258,47,182,19689,Somatosensory
144,0.0245450475797742,<HDF5 object reference>,326,145,144,0.1063083863131861,SSp-tr5,0.99,167.3864523042023,9931230,0.6867671691792293,258,46,182,78712,Somatosensory
145,0.0001434789766193,<HDF5 object reference>,327,146,145,0.0110209113402815,SSp-tr5,0.99,167.94941709233387,10005791,0.6318257956448912,258,46,182,74561,Somatosensory
147,0.0171888281395333,<HDF5 object reference>,329,148,147,0.1082900333377796,SSp-tr5,0.99,168.00921689279025,10125676,0.6455611390284757,258,45,182,117736,Somatosensory
149,0.0867124913178176,<HDF5 object reference>,336,150,149,0.2826885279390422,SSp-tr5,0.99,169.2246795036275,10251336,0.8378559463986598,259,42,181,13573,Somatosensory
150,0.0090166225614219,<HDF5 object reference>,333,151,150,0.083605348458335,SSp-tr5,0.99,169.22787949294957,10315967,0.6180904522613065,259,43,182,64631,Somatosensory
153,0.0247405971336179,<HDF5 object reference>,343,154,153,0.1513538098347825,SSp-tr5,0.99,169.7806109818949,10561255,0.7966499162479062,259,39,181,61850,Somatosensory
