,unit_id,brain_area,location,n_bursts,burst_rate,total_spikes_in_bursts,mean_burst_size,total_spikes,burst_fraction,rest_duration,bin
0,0,Thalamus,VAL,108,0.46061001740634333,207,1.9166666666666667,5269,0.039286392104763715,234.47167000001218,baseline_0-5
1,11,Thalamus,VAL,37,0.15780158003735836,111,3.0,1146,0.0968586387434555,234.47167000001218,baseline_0-5
2,12,Thalamus,VAL,0,0.0,0,0.0,967,0.0,234.47167000001218,baseline_0-5
3,13,Thalamus,VAL,64,0.2729540843889442,158,2.46875,1052,0.15019011406844107,234.47167000001218,baseline_0-5
4,17,Thalamus,VAL,31,0.13221213462589484,82,2.6451612903225805,1309,0.06264323911382735,234.47167000001218,baseline_0-5
5,18,Thalamus,VAL,38,0.16206648760593562,86,2.263157894736842,1321,0.06510219530658592,234.47167000001218,baseline_0-5
6,21,Thalamus,VAL,27,0.11515250435158583,59,2.185185185185185,813,0.07257072570725707,234.47167000001218,baseline_0-5
7,22,Thalamus,VAL,17,0.0725034286658133,49,2.8823529411764706,511,0.0958904109589041,234.47167000001218,baseline_0-5
8,23,Thalamus,VAL,18,0.07676833623439056,47,2.611111111111111,2250,0.020888888888888887,234.47167000001218,baseline_0-5
9,25,Thalamus,VAL,24,0.10235778164585407,67,2.7916666666666665,1809,0.037037037037037035,234.47167000001218,baseline_0-5
10,28,Thalamus,VAL,40,0.17059630274309012,87,2.175,548,0.15875912408759124,234.47167000001218,baseline_0-5
11,30,Thalamus,VAL,34,0.1450068573316266,85,2.5,2100,0.04047619047619048,234.47167000001218,baseline_0-5
12,33,Thalamus,VAL,29,0.12368231948874034,70,2.413793103448276,1514,0.046235138705416116,234.47167000001218,baseline_0-5
13,34,Thalamus,VAL,6,0.02558944541146352,17,2.8333333333333335,604,0.028145695364238412,234.47167000001218,baseline_0-5
14,35,Thalamus,VAL,30,0.1279472270573176,78,2.6,873,0.08934707903780069,234.47167000001218,baseline_0-5
15,36,Thalamus,VAL,20,0.08529815137154506,45,2.25,651,0.06912442396313365,234.47167000001218,baseline_0-5
16,37,Thalamus,VAL,36,0.1535366724687811,99,2.75,417,0.23741007194244604,234.47167000001218,baseline_0-5
17,38,Thalamus,VAL,59,0.2516295465460579,152,2.5762711864406778,1210,0.1256198347107438,234.47167000001218,baseline_0-5
18,40,Thalamus,VAL,29,0.12368231948874034,69,2.3793103448275863,1248,0.055288461538461536,234.47167000001218,baseline_0-5
19,41,Thalamus,VAL,5,0.021324537842886265,13,2.6,1873,0.0069407367859049655,234.47167000001218,baseline_0-5
20,44,Thalamus,VAL,5,0.021324537842886265,7,1.4,1618,0.004326328800988875,234.47167000001218,baseline_0-5
21,47,Thalamus,VAL,27,0.11515250435158583,52,1.9259259259259258,884,0.058823529411764705,234.47167000001218,baseline_0-5
22,48,Thalamus,VAL,13,0.05544379839150429,35,2.6923076923076925,823,0.0425273390036452,234.47167000001218,baseline_0-5
23,49,Thalamus,VAL,34,0.1450068573316266,80,2.3529411764705883,1342,0.05961251862891207,234.47167000001218,baseline_0-5
24,54,Thalamus,VAL,5,0.021324537842886265,13,2.6,1062,0.01224105461393597,234.47167000001218,baseline_0-5
25,58,Thalamus,VAL,0,0.0,0,0.0,11951,0.0,234.47167000001218,baseline_0-5
26,60,Thalamus,VAL,5,0.021324537842886265,11,2.2,3422,0.0032144944476914087,234.47167000001218,baseline_0-5
27,62,Thalamus,VAL,4,0.017059630274309012,10,2.5,1409,0.007097232079488999,234.47167000001218,baseline_0-5
28,63,Thalamus,VAL,23,0.09809287407727682,69,3.0,2644,0.026096822995461424,234.47167000001218,baseline_0-5
29,66,Thalamus,VAL,16,0.06823852109723605,40,2.5,2119,0.018876828692779613,234.47167000001218,baseline_0-5
30,67,Thalamus,PO,20,0.08529815137154506,66,3.3,2361,0.02795425667090216,234.47167000001218,baseline_0-5
31,68,Thalamus,VAL,30,0.1279472270573176,78,2.6,871,0.08955223880597014,234.47167000001218,baseline_0-5
32,72,Thalamus,PO,11,0.046913983254349784,27,2.4545454545454546,976,0.027663934426229508,234.47167000001218,baseline_0-5
33,73,Thalamus,PO,6,0.02558944541146352,11,1.8333333333333333,2588,0.004250386398763524,234.47167000001218,baseline_0-5
34,74,Thalamus,PO,17,0.0725034286658133,37,2.176470588235294,488,0.07581967213114754,234.47167000001218,baseline_0-5
35,75,Thalamus,PO,20,0.08529815137154506,60,3.0,2211,0.027137042062415198,234.47167000001218,baseline_0-5
36,77,Thalamus,PO,28,0.11941741192016309,74,2.642857142857143,1910,0.0387434554973822,234.47167000001218,baseline_0-5
37,78,Thalamus,PO,5,0.021324537842886265,13,2.6,3373,0.0038541357841683963,234.47167000001218,baseline_0-5
38,80,Thalamus,PO,13,0.05544379839150429,35,2.6923076923076925,1359,0.025754231052244298,234.47167000001218,baseline_0-5
39,83,Thalamus,PO,19,0.08103324380296781,57,3.0,1438,0.039638386648122394,234.47167000001218,baseline_0-5
40,84,Thalamus,PO,0,0.0,0,0.0,969,0.0,234.47167000001218,baseline_0-5
41,88,Thalamus,PO,0,0.0,0,0.0,812,0.0,234.47167000001218,baseline_0-5
42,89,Thalamus,PO,23,0.09809287407727682,58,2.5217391304347827,2402,0.02414654454621149,234.47167000001218,baseline_0-5
43,90,Thalamus,PO,1,0.004264907568577253,2,2.0,341,0.005865102639296188,234.47167000001218,baseline_0-5
44,91,Thalamus,PO,4,0.017059630274309012,7,1.75,1844,0.003796095444685466,234.47167000001218,baseline_0-5
45,92,Thalamus,PO,8,0.034119260548618024,13,1.625,3625,0.003586206896551724,234.47167000001218,baseline_0-5
46,99,Thalamus,PO,45,0.1919208405859764,103,2.2888888888888888,2493,0.04131568391496189,234.47167000001218,baseline_0-5
47,103,Thalamus,VAL,40,0.17059630274309012,125,3.125,1811,0.06902263942573164,234.47167000001218,baseline_0-5
48,104,Thalamus,VAL,16,0.06823852109723605,39,2.4375,2241,0.01740294511378849,234.47167000001218,baseline_0-5
49,105,Thalamus,VAL,32,0.1364770421944721,86,2.6875,4030,0.021339950372208438,234.47167000001218,baseline_0-5
50,107,Thalamus,VAL,22,0.09382796650869957,49,2.227272727272727,1274,0.038461538461538464,234.47167000001218,baseline_0-5
51,110,Thalamus,VAL,7,0.02985435298004077,13,1.8571428571428572,3260,0.003987730061349694,234.47167000001218,baseline_0-5
52,112,Thalamus,VAL,13,0.05544379839150429,26,2.0,3534,0.007357102433503113,234.47167000001218,baseline_0-5
53,117,Thalamus,PO,109,0.46487492497492056,339,3.110091743119266,3243,0.10453283996299723,234.47167000001218,baseline_0-5
54,121,Thalamus,PO,2,0.008529815137154506,2,1.0,2268,0.0008818342151675485,234.47167000001218,baseline_0-5
55,122,Thalamus,PO,83,0.353987328191912,291,3.5060240963855422,6380,0.045611285266457684,234.47167000001218,baseline_0-5
56,124,Thalamus,PO,22,0.09382796650869957,44,2.0,228,0.19298245614035087,234.47167000001218,baseline_0-5
57,125,Thalamus,PO,24,0.10235778164585407,57,2.375,1849,0.030827474310438075,234.47167000001218,baseline_0-5
58,126,Thalamus,PO,99,0.422225849289148,310,3.1313131313131315,3360,0.09226190476190477,234.47167000001218,baseline_0-5
59,129,Thalamus,LD,4,0.017059630274309012,9,2.25,3693,0.002437043054427295,234.47167000001218,baseline_0-5
60,132,Thalamus,LD,20,0.08529815137154506,41,2.05,1339,0.030619865571321882,234.47167000001218,baseline_0-5
