,unit_id,brain_area,location,total_spikes,firing_rate,rest_duration,bin
0,4,Other,AMv,1589.0,8.958981059958173,177.36392000000706,baseline_0-5
1,7,Other,AMv,1920.0,10.825200525563055,177.36392000000706,baseline_0-5
2,8,Other,AMv,4388.0,24.740093701130565,177.36392000000706,baseline_0-5
3,9,Other,AMv,1047.0,5.903117161596104,177.36392000000706,baseline_0-5
4,11,Other,AMv,775.0,4.3695470871413375,177.36392000000706,baseline_0-5
5,15,Other,AMv,1021.0,5.756525904479104,177.36392000000706,baseline_0-5
6,22,Other,AMv,3292.0,18.560708401121655,177.36392000000706,baseline_0-5
7,27,Thalamus,AV,2405.0,13.559691283322472,177.36392000000706,baseline_0-5
8,28,Thalamus,AV,1146.0,6.461291563695449,177.36392000000706,baseline_0-5
9,29,Thalamus,AV,1112.0,6.269595304388603,177.36392000000706,baseline_0-5
10,30,Thalamus,AV,877.0,4.9446358650618745,177.36392000000706,baseline_0-5
11,31,Thalamus,AV,1407.0,7.932842260139176,177.36392000000706,baseline_0-5
12,32,Thalamus,AV,271.0,1.5279319491810353,177.36392000000706,baseline_0-5
13,33,Thalamus,AV,1190.0,6.709369075739602,177.36392000000706,baseline_0-5
14,34,Thalamus,AV,4586.0,25.856442505329255,177.36392000000706,baseline_0-5
15,35,Thalamus,AV,2951.0,16.638107682779467,177.36392000000706,baseline_0-5
16,38,Thalamus,AV,2441.0,13.76266379317678,177.36392000000706,baseline_0-5
17,39,Thalamus,AV,361.0,2.0353632238168036,177.36392000000706,baseline_0-5
18,40,Thalamus,AV,3311.0,18.667832781322538,177.36392000000706,baseline_0-5
19,51,Thalamus,AV,2884.0,16.260353289439504,177.36392000000706,baseline_0-5
20,53,Thalamus,AV,1789.0,10.086606114704326,177.36392000000706,baseline_0-5
21,57,Thalamus,AV,1077.0,6.072260919808026,177.36392000000706,baseline_0-5
22,63,Thalamus,AV,2958.0,16.677574559695582,177.36392000000706,baseline_0-5
23,65,Thalamus,AV,6087.0,34.31926854119912,177.36392000000706,baseline_0-5
24,87,Thalamus,AV,2820.0,15.899513271920737,177.36392000000706,baseline_0-5
25,91,Thalamus,AV,3925.0,22.129641699393225,177.36392000000706,baseline_0-5
26,92,Thalamus,AV,4104.0,23.13886612339103,177.36392000000706,baseline_0-5
27,96,Thalamus,AV,2996.0,16.89182332009735,177.36392000000706,baseline_0-5
28,98,Thalamus,AV,1456.0,8.209110398551983,177.36392000000706,baseline_0-5
29,100,Thalamus,AV,2524.0,14.230628190896432,177.36392000000706,baseline_0-5
30,103,Thalamus,AV,1670.0,9.415669207130366,177.36392000000706,baseline_0-5
31,107,Thalamus,AV,2308.0,13.01279313177059,177.36392000000706,baseline_0-5
32,109,Thalamus,AV,809.0,4.561243346448183,177.36392000000706,baseline_0-5
33,110,Thalamus,AV,1471.0,8.293682277657945,177.36392000000706,baseline_0-5
34,111,Thalamus,AV,2291.0,12.916945002117165,177.36392000000706,baseline_0-5
35,112,Thalamus,AV,1532.0,8.63760791935552,177.36392000000706,baseline_0-5
36,114,Thalamus,AV,1252.0,7.058932842710909,177.36392000000706,baseline_0-5
37,115,Thalamus,AV,2266.0,12.775991870273897,177.36392000000706,baseline_0-5
38,116,Thalamus,AV,1952.0,11.00562053432244,177.36392000000706,baseline_0-5
39,117,Thalamus,AV,2460.0,13.869788173377664,177.36392000000706,baseline_0-5
40,122,Thalamus,AV,2084.0,11.749853070454899,177.36392000000706,baseline_0-5
41,123,Thalamus,AV,2063.0,11.631452439706553,177.36392000000706,baseline_0-5
42,131,Other,fi,0.0,0.0,177.36392000000706,baseline_0-5
43,135,Other,fi,2460.0,13.869788173377664,177.36392000000706,baseline_0-5
44,138,Other,fi,584.0,3.2926651598587626,177.36392000000706,baseline_0-5
45,145,Other,fi,1261.0,7.109675970174486,177.36392000000706,baseline_0-5
46,150,Other,fi,122.0,0.6878512833951524,177.36392000000706,baseline_0-5
47,151,Other,fi,4568.0,25.754956250402103,177.36392000000706,baseline_0-5
48,154,Other,CA3,24.0,0.13531500656953818,177.36392000000706,baseline_0-5
49,159,Other,CA3,5.0,0.028190626368653788,177.36392000000706,baseline_0-5
50,160,Other,CA3,1400.0,7.893375383223061,177.36392000000706,baseline_0-5
51,169,Other,CA3,1883.0,10.616589890435018,177.36392000000706,baseline_0-5
52,175,Other,CA3,287.0,1.6181419535607275,177.36392000000706,baseline_0-5
53,176,Other,CA3,2981.0,16.80725144099139,177.36392000000706,baseline_0-5
54,179,Other,CA3,3973.0,22.4002717125323,177.36392000000706,baseline_0-5
55,180,Other,CA3,83.0,0.46796439771965287,177.36392000000706,baseline_0-5
56,181,Other,CA3,93.0,0.5243456504569605,177.36392000000706,baseline_0-5
57,186,Other,CA3,5.0,0.028190626368653788,177.36392000000706,baseline_0-5
58,188,Other,CA3,38.0,0.2142487604017688,177.36392000000706,baseline_0-5
59,191,Other,CA3,197.0,1.1107106789249592,177.36392000000706,baseline_0-5
60,192,Other,CA3,232.0,1.3080450635055358,177.36392000000706,baseline_0-5
61,199,Other,CA3,629.0,3.5463807971766466,177.36392000000706,baseline_0-5
62,200,Other,CA3,152.0,0.8569950416070752,177.36392000000706,baseline_0-5
63,204,Other,CA3,715.0,4.031259570717491,177.36392000000706,baseline_0-5
64,205,Other,CA3,216.0,1.2178350591258438,177.36392000000706,baseline_0-5
65,207,Other,CA3,501.0,2.8247007621391096,177.36392000000706,baseline_0-5
66,208,Other,CA3,361.0,2.0353632238168036,177.36392000000706,baseline_0-5
67,209,Other,CA3,394.0,2.2214213578499185,177.36392000000706,baseline_0-5
68,211,Other,CA3,1.0,0.005638125273730758,177.36392000000706,baseline_0-5
69,214,Other,CA3,643.0,3.625314551008877,177.36392000000706,baseline_0-5
70,215,Other,CA3,2697.0,15.206023863251854,177.36392000000706,baseline_0-5
71,218,Other,CA3,879.0,4.955912115609336,177.36392000000706,baseline_0-5
72,219,Other,CA3,1277.0,7.199885974554178,177.36392000000706,baseline_0-5
73,221,Other,CA3,976.0,5.50281026716122,177.36392000000706,baseline_0-5
74,222,Other,CA3,896.0,5.051760245262759,177.36392000000706,baseline_0-5
75,224,Other,CA3,1033.0,5.824183407763873,177.36392000000706,baseline_0-5
76,226,Other,CA3,95.0,0.535621901004422,177.36392000000706,baseline_0-5
77,232,Other,CA3,353.0,1.9902582216269575,177.36392000000706,baseline_0-5
78,234,Other,CA2,1487.0,8.383892282037637,177.36392000000706,baseline_0-5
79,235,Other,CA1,666.0,3.7549914323046845,177.36392000000706,baseline_0-5
80,238,Other,CA1,906.0,5.108141498000067,177.36392000000706,baseline_0-5
81,240,Other,CA1,262.0,1.4771888217174585,177.36392000000706,baseline_0-5
82,242,Other,alv,356.0,2.00717259744815,177.36392000000706,baseline_0-5
83,246,Other,cing,3286.0,18.52687964947927,177.36392000000706,baseline_0-5
84,250,Other,cing,1435.0,8.090709767803638,177.36392000000706,baseline_0-5
85,251,Somatosensory,SSp-ll6b,663.0,3.738077056483492,177.36392000000706,baseline_0-5
86,252,Somatosensory,SSp-ll6b,382.0,2.1537638545651494,177.36392000000706,baseline_0-5
87,253,Somatosensory,SSp-ll6a,12.0,0.06765750328476909,177.36392000000706,baseline_0-5
88,256,Somatosensory,SSp-ll6a,1248.0,7.036380341615986,177.36392000000706,baseline_0-5
89,258,Somatosensory,SSp-ll6a,977.0,5.50844839243495,177.36392000000706,baseline_0-5
90,260,Somatosensory,SSp-ll6a,1097.0,6.185023425282641,177.36392000000706,baseline_0-5
91,263,Somatosensory,SSp-ll6a,7.0,0.03946687691611531,177.36392000000706,baseline_0-5
92,265,Somatosensory,SSp-tr6a,568.0,3.2024551554790706,177.36392000000706,baseline_0-5
93,266,Somatosensory,SSp-ll6a,729.0,4.110193324549722,177.36392000000706,baseline_0-5
94,267,Somatosensory,SSp-ll6a,43.0,0.2424393867704226,177.36392000000706,baseline_0-5
95,268,Somatosensory,SSp-ll6a,694.0,3.912858939969146,177.36392000000706,baseline_0-5
96,272,Somatosensory,SSp-tr6a,353.0,1.9902582216269575,177.36392000000706,baseline_0-5
97,275,Somatosensory,SSp-tr6a,1049.0,5.914393412143565,177.36392000000706,baseline_0-5
98,278,Somatosensory,SSp-tr6a,1383.0,7.797527253569638,177.36392000000706,baseline_0-5
99,280,Somatosensory,SSp-tr6a,2165.0,12.206541217627091,177.36392000000706,baseline_0-5
100,282,Somatosensory,SSp-tr6a,1903.0,10.729352395909633,177.36392000000706,baseline_0-5
101,284,Somatosensory,SSp-tr6a,1707.0,9.624279842258403,177.36392000000706,baseline_0-5
102,285,Somatosensory,SSp-tr6a,2606.0,14.692954463342355,177.36392000000706,baseline_0-5
103,286,Somatosensory,SSp-tr6a,3391.0,19.118882803221,177.36392000000706,baseline_0-5
104,287,Somatosensory,SSp-tr6a,1557.0,8.778561051198789,177.36392000000706,baseline_0-5
105,289,Somatosensory,SSp-tr6a,1841.0,10.379788628938325,177.36392000000706,baseline_0-5
106,290,Somatosensory,SSp-tr6a,2425.0,13.672453788797087,177.36392000000706,baseline_0-5
107,292,Somatosensory,SSp-tr6a,220.0,1.2403875602207668,177.36392000000706,baseline_0-5
108,297,Somatosensory,SSp-tr6a,634.0,3.5745714235453003,177.36392000000706,baseline_0-5
109,309,Somatosensory,SSp-tr5,247.0,1.3926169426114972,177.36392000000706,baseline_0-5
110,313,Somatosensory,SSp-tr5,599.0,3.377237038964724,177.36392000000706,baseline_0-5
111,315,Somatosensory,SSp-tr5,12.0,0.06765750328476909,177.36392000000706,baseline_0-5
112,317,Somatosensory,SSp-tr5,19.0,0.1071243802008844,177.36392000000706,baseline_0-5
113,320,Somatosensory,SSp-tr5,60.0,0.33828751642384547,177.36392000000706,baseline_0-5
114,324,Somatosensory,SSp-tr5,235.0,1.324959439326728,177.36392000000706,baseline_0-5
115,328,Other,AMv,455.0,2.565346999547495,177.36392000000706,baseline_0-5
116,329,Other,AMv,1767.0,9.962567358682248,177.36392000000706,baseline_0-5
117,330,Thalamus,AV,402.0,2.2665263600397645,177.36392000000706,baseline_0-5
118,332,Thalamus,AV,2887.0,16.2772676652607,177.36392000000706,baseline_0-5
119,333,Thalamus,AV,10.0,0.056381252737307576,177.36392000000706,baseline_0-5
120,336,Thalamus,AV,1847.0,10.41361738058071,177.36392000000706,baseline_0-5
121,337,Thalamus,AV,2473.0,13.943083801936163,177.36392000000706,baseline_0-5
122,338,Thalamus,AV,1454.0,8.197834148004521,177.36392000000706,baseline_0-5
123,340,Other,fi,26.0,0.1465912571169997,177.36392000000706,baseline_0-5
124,342,Other,CA3,1.0,0.005638125273730758,177.36392000000706,baseline_0-5
125,343,Other,CA3,21.0,0.1184006307483459,177.36392000000706,baseline_0-5
126,344,Other,CA3,83.0,0.46796439771965287,177.36392000000706,baseline_0-5
127,346,Other,CA3,47.0,0.2649918878653456,177.36392000000706,baseline_0-5
128,347,Other,CA3,34.0,0.19169625930684575,177.36392000000706,baseline_0-5
129,348,Other,CA3,182.0,1.026138799818998,177.36392000000706,baseline_0-5
130,349,Other,CA3,710.0,4.003068944348838,177.36392000000706,baseline_0-5
131,350,Other,CA1,76.0,0.4284975208035376,177.36392000000706,baseline_0-5
132,351,Other,cing,61.0,0.3439256416975762,177.36392000000706,baseline_0-5
133,352,Somatosensory,SSp-ll6a,42.0,0.2368012614966918,177.36392000000706,baseline_0-5
134,354,Somatosensory,SSp-ll6a,496.0,2.796510135770456,177.36392000000706,baseline_0-5
135,355,Somatosensory,SSp-tr6a,86.0,0.4848787735408452,177.36392000000706,baseline_0-5
136,358,Somatosensory,SSp-tr5,60.0,0.33828751642384547,177.36392000000706,baseline_0-5
137,359,Somatosensory,SSp-tr5,12.0,0.06765750328476909,177.36392000000706,baseline_0-5
138,360,Somatosensory,SSp-tr5,1.0,0.005638125273730758,177.36392000000706,baseline_0-5
139,362,Other,fi,11.0,0.06201937801103834,177.36392000000706,baseline_0-5
140,368,Other,fi,52.0,0.2931825142339994,177.36392000000706,baseline_0-5
141,371,Other,CA1,281.0,1.584313201918343,177.36392000000706,baseline_0-5
142,372,Somatosensory,SSp-ll6a,14.0,0.07893375383223061,177.36392000000706,baseline_0-5
143,373,Somatosensory,SSp-tr4,4.0,0.02255250109492303,177.36392000000706,baseline_0-5
144,377,Other,MGm,1716.0,9.675022969721981,177.36392000000706,baseline_0-5
145,381,Other,MGm,802.0,4.5217764695320675,177.36392000000706,baseline_0-5
146,382,Other,MGm,1976.0,11.140935540891977,177.36392000000706,baseline_0-5
147,385,Other,MGm,995.0,5.609934647362104,177.36392000000706,baseline_0-5
148,388,Other,MGm,1643.0,9.263439824739635,177.36392000000706,baseline_0-5
149,389,Other,MGm,319.0,1.7985619623201117,177.36392000000706,baseline_0-5
150,390,Other,MGm,335.0,1.8887719666998037,177.36392000000706,baseline_0-5
151,392,Other,MGm,298.0,1.6801613315717658,177.36392000000706,baseline_0-5
152,393,Other,MGm,1180.0,6.652987823002294,177.36392000000706,baseline_0-5
153,394,Other,MGm,575.0,3.241922032395186,177.36392000000706,baseline_0-5
154,395,Other,MGm,784.0,4.420290214604914,177.36392000000706,baseline_0-5
155,396,Other,MGm,2080.0,11.727300569359976,177.36392000000706,baseline_0-5
156,397,Other,MGm,3633.0,20.483309119463843,177.36392000000706,baseline_0-5
157,398,Other,MGm,506.0,2.8528913885077634,177.36392000000706,baseline_0-5
158,399,Other,MGm,2421.0,13.649901287702164,177.36392000000706,baseline_0-5
159,400,Other,MGm,673.0,3.7944583092207997,177.36392000000706,baseline_0-5
160,401,Other,MGm,1093.0,6.162470924187718,177.36392000000706,baseline_0-5
161,403,Other,MGm,799.0,4.504862093710876,177.36392000000706,baseline_0-5
162,404,Other,MGm,3320.0,18.718575908786114,177.36392000000706,baseline_0-5
163,406,Other,MGm,2715.0,15.307510118179007,177.36392000000706,baseline_0-5
164,408,Other,MGm,704.0,3.9692401927064536,177.36392000000706,baseline_0-5
165,410,Other,MGm,2039.0,11.496137433137015,177.36392000000706,baseline_0-5
166,411,Other,MGm,92.0,0.5187075251832297,177.36392000000706,baseline_0-5
167,412,Other,MGm,2817.0,15.882598896099545,177.36392000000706,baseline_0-5
168,415,Other,MGm,1001.0,5.643763399004489,177.36392000000706,baseline_0-5
169,417,Other,MGm,1305.0,7.357753482218639,177.36392000000706,baseline_0-5
170,418,Other,MGm,2729.0,15.386443872011238,177.36392000000706,baseline_0-5
171,419,Other,MGm,1764.0,9.945652982861057,177.36392000000706,baseline_0-5
172,421,Other,MGm,2405.0,13.559691283322472,177.36392000000706,baseline_0-5
173,423,Other,MGm,2184.0,12.313665597827974,177.36392000000706,baseline_0-5
174,424,Other,MGm,1958.0,11.039449285964823,177.36392000000706,baseline_0-5
175,425,Other,MGm,3865.0,21.79135418296938,177.36392000000706,baseline_0-5
