,unit_id,brain_area,location,n_bursts,burst_rate,total_spikes_in_bursts,mean_burst_size,total_spikes,burst_fraction,rest_duration,bin
0,1,Thalamus,VAL,7,0.023594445193474447,17,2.4285714285714284,527,0.03225806451612903,296.68000000000006,baseline_0-5
1,3,Thalamus,VAL,3,0.01011190508291762,13,4.333333333333333,3356,0.0038736591179976162,296.68000000000006,baseline_0-5
2,6,Thalamus,VAL,7,0.023594445193474447,23,3.2857142857142856,6874,0.003345941227814955,296.68000000000006,baseline_0-5
3,7,Thalamus,VAL,2,0.006741270055278413,3,1.5,178,0.016853932584269662,296.68000000000006,baseline_0-5
4,8,Thalamus,VAL,4,0.013482540110556825,11,2.75,6818,0.0016133763567028453,296.68000000000006,baseline_0-5
5,10,Thalamus,VAL,1,0.0033706350276392063,3,3.0,6112,0.0004908376963350785,296.68000000000006,baseline_0-5
6,11,Thalamus,VAL,0,0.0,0,0.0,5013,0.0,296.68000000000006,baseline_0-5
7,13,Thalamus,VAL,1,0.0033706350276392063,2,2.0,2953,0.0006772773450728074,296.68000000000006,baseline_0-5
8,17,Thalamus,VAL,3,0.01011190508291762,7,2.3333333333333335,342,0.02046783625730994,296.68000000000006,baseline_0-5
9,18,Thalamus,VAL,9,0.030335715248752858,27,3.0,3046,0.00886408404464872,296.68000000000006,baseline_0-5
10,19,Thalamus,VAL,4,0.013482540110556825,8,2.0,1000,0.008,296.68000000000006,baseline_0-5
11,23,Thalamus,VAL,4,0.013482540110556825,11,2.75,3093,0.003556417717426447,296.68000000000006,baseline_0-5
12,24,Thalamus,VAL,16,0.0539301604422273,40,2.5,2986,0.013395847287340924,296.68000000000006,baseline_0-5
13,26,Thalamus,VAL,0,0.0,0,0.0,120,0.0,296.68000000000006,baseline_0-5
14,27,Thalamus,VAL,5,0.016853175138196032,12,2.4,2510,0.004780876494023904,296.68000000000006,baseline_0-5
15,29,Thalamus,VAL,81,0.2730214372387757,230,2.8395061728395063,580,0.39655172413793105,296.68000000000006,baseline_0-5
16,30,Thalamus,VAL,4,0.013482540110556825,9,2.25,2108,0.004269449715370019,296.68000000000006,baseline_0-5
17,31,Thalamus,VAL,2,0.006741270055278413,7,3.5,1531,0.0045721750489875895,296.68000000000006,baseline_0-5
18,32,Thalamus,VAL,1,0.0033706350276392063,1,1.0,1519,0.0006583278472679394,296.68000000000006,baseline_0-5
19,34,Thalamus,VAL,1,0.0033706350276392063,1,1.0,2967,0.0003370407819346141,296.68000000000006,baseline_0-5
20,35,Thalamus,VAL,1,0.0033706350276392063,3,3.0,242,0.012396694214876033,296.68000000000006,baseline_0-5
21,38,Thalamus,VAL,1,0.0033706350276392063,1,1.0,1598,0.0006257822277847309,296.68000000000006,baseline_0-5
